Campaign_Name,Campaign_Type,Recipient_ID,Delivery_Status,Open_Status,Click_Status,Conversion_Status,Engagement_Time,Sent_Timestamp,Opened_Timestamp,Clicked_Timestamp,Converted_Timestamp,Recipient_Age,Recipient_Gender,Recipient_Location,Click_Through_Rate
Summer Sale,Email,295,Delivered,Not Opened,Not Clicked,Not Converted,341,2025-01-04 17:51:23,2025-01-03 07:55:44,Not Clicked,2025-01-21 12:43:24,26,Non-Binary,Chicago,0.0
Loyalty Program,Email,296,Bounced,Not Opened,Clicked,Converted,592,2025-01-06 02:37:39,2025-01-04 05:06:45,Not Clicked,Not Converted,34,Female,Miami,0.0
Holiday Specials,Email,297,Bounced,Opened,Not Clicked,Converted,360,2025-01-15 12:52:29,2025-01-23 04:03:07,Not Clicked,2025-01-21 12:35:30,61,Male,Miami,0.0
Winter Fest,Email,298,Delivered,Not Opened,Clicked,Converted,376,2024-12-29 20:29:52,Not Opened,Not Clicked,2025-01-12 11:50:17,27,Female,San Francisco,1.0
Summer Sale,SMS,299,Delivered,Opened,Clicked,Converted,130,2025-01-19 10:26:57,2025-01-09 05:10:23,Not Clicked,2025-01-21 00:12:50,46,Female,New York,1.0
Holiday Specials,Push Notification,300,Delivered,Not Opened,Clicked,Converted,335,2025-01-09 20:43:28,2025-01-04 06:31:52,2025-01-09 11:29:34,Not Converted,44,Female,Chicago,1.0
Loyalty Program,Email,301,Bounced,Not Opened,Clicked,Converted,92,2025-01-10 13:05:10,Not Opened,Not Clicked,2025-01-19 13:33:38,51,Female,Los Angeles,0.0
Winter Fest,SMS,302,Bounced,Not Opened,Not Clicked,Not Converted,66,2025-01-19 13:30:42,Not Opened,2024-12-29 05:24:12,2025-01-01 14:32:59,25,Female,San Francisco,0.0
Holiday Specials,SMS,303,Delivered,Opened,Clicked,Not Converted,114,2024-12-28 16:14:50,Not Opened,Not Clicked,2025-01-08 21:46:13,24,Female,New York,1.0
Summer Sale,Email,304,Bounced,Opened,Clicked,Not Converted,194,2025-01-08 16:06:34,Not Opened,2025-01-17 00:43:42,Not Converted,26,Non-Binary,Miami,0.0
Holiday Specials,Email,305,Bounced,Not Opened,Not Clicked,Not Converted,211,2025-01-25 14:43:01,2025-01-10 04:59:32,Not Clicked,Not Converted,57,Male,Los Angeles,0.0
Summer Sale,Push Notification,306,Bounced,Opened,Clicked,Converted,50,2025-01-08 12:50:07,Not Opened,2025-01-23 07:07:38,2025-01-07 10:59:21,19,Female,Miami,0.0
Winter Fest,Email,307,Bounced,Not Opened,Not Clicked,Converted,279,2025-01-18 19:02:08,Not Opened,2025-01-11 18:22:50,Not Converted,21,Non-Binary,Los Angeles,0.0
Holiday Specials,SMS,308,Bounced,Not Opened,Not Clicked,Converted,7,2025-01-12 05:42:39,2025-01-16 21:29:17,Not Clicked,Not Converted,61,Non-Binary,Chicago,0.0
Summer Sale,SMS,309,Delivered,Not Opened,Not Clicked,Not Converted,424,2025-01-24 08:46:50,2025-01-08 12:24:10,Not Clicked,Not Converted,60,Female,New York,0.0
New Product Launch,Push Notification,310,Bounced,Not Opened,Clicked,Not Converted,489,2025-01-11 13:20:20,Not Opened,Not Clicked,Not Converted,44,Female,San Francisco,0.0
Summer Sale,Email,311,Delivered,Not Opened,Clicked,Not Converted,198,2025-01-21 16:32:26,2025-01-22 19:47:44,2025-01-23 04:07:40,Not Converted,45,Non-Binary,San Francisco,1.0
Loyalty Program,Push Notification,312,Delivered,Not Opened,Clicked,Not Converted,207,2025-01-19 00:35:57,2025-01-05 21:28:14,Not Clicked,2024-12-30 04:25:18,19,Male,New York,1.0
Winter Fest,Push Notification,313,Delivered,Not Opened,Not Clicked,Not Converted,182,2025-01-23 00:36:06,Not Opened,2025-01-15 00:00:11,2025-01-20 03:31:57,51,Non-Binary,San Francisco,0.0
Loyalty Program,Push Notification,314,Bounced,Opened,Clicked,Not Converted,10,2025-01-07 04:31:26,2025-01-15 10:14:45,2025-01-24 10:11:59,Not Converted,27,Non-Binary,San Francisco,0.0
Holiday Specials,SMS,315,Bounced,Not Opened,Not Clicked,Not Converted,150,2025-01-11 09:25:34,2024-12-28 23:12:18,2025-01-03 22:36:56,2024-12-30 01:31:47,56,Male,New York,0.0
Holiday Specials,Email,316,Bounced,Opened,Clicked,Converted,93,2025-01-21 07:38:54,2025-01-11 08:48:22,2025-01-16 04:06:43,Not Converted,34,Non-Binary,San Francisco,0.0
Black Friday,Push Notification,317,Bounced,Opened,Not Clicked,Converted,48,2025-01-09 09:53:52,2025-01-01 10:20:49,Not Clicked,Not Converted,31,Non-Binary,Chicago,0.0
Loyalty Program,Push Notification,318,Bounced,Opened,Not Clicked,Converted,534,2025-01-03 03:38:11,Not Opened,Not Clicked,Not Converted,28,Male,Houston,0.0
Black Friday,Email,319,Bounced,Opened,Not Clicked,Not Converted,293,2025-01-22 09:50:31,Not Opened,Not Clicked,2025-01-12 22:32:17,51,Male,Miami,0.0
Loyalty Program,SMS,320,Bounced,Not Opened,Not Clicked,Converted,383,2025-01-16 06:19:38,2025-01-12 21:51:48,Not Clicked,Not Converted,58,Male,Los Angeles,0.0
Loyalty Program,Email,321,Bounced,Opened,Clicked,Converted,331,2025-01-14 22:02:36,Not Opened,Not Clicked,2024-12-30 21:24:57,44,Female,Houston,0.0
Holiday Specials,Push Notification,322,Delivered,Not Opened,Clicked,Not Converted,553,2025-01-08 14:10:12,2025-01-24 01:52:34,2025-01-24 10:44:13,2025-01-03 20:48:03,52,Male,Houston,1.0
Summer Sale,Push Notification,323,Bounced,Not Opened,Clicked,Not Converted,447,2025-01-01 22:31:54,Not Opened,2025-01-02 01:34:50,2024-12-31 02:09:45,20,Non-Binary,Chicago,0.0
Black Friday,Push Notification,324,Bounced,Not Opened,Clicked,Converted,439,2025-01-03 11:38:02,Not Opened,Not Clicked,Not Converted,34,Male,Los Angeles,0.0
Holiday Specials,SMS,325,Bounced,Opened,Not Clicked,Not Converted,496,2025-01-13 00:37:56,Not Opened,2025-01-25 02:28:12,Not Converted,27,Female,Miami,0.0
New Product Launch,Push Notification,326,Delivered,Not Opened,Not Clicked,Not Converted,411,2025-01-13 20:01:04,2025-01-17 19:53:52,2024-12-28 01:22:43,Not Converted,61,Female,San Francisco,0.0
Holiday Specials,Push Notification,327,Delivered,Not Opened,Not Clicked,Not Converted,506,2025-01-16 03:32:04,Not Opened,2025-01-14 21:33:48,Not Converted,21,Female,New York,0.0
Summer Sale,SMS,328,Delivered,Not Opened,Clicked,Not Converted,328,2025-01-03 18:08:33,Not Opened,2025-01-02 15:43:00,Not Converted,28,Non-Binary,San Francisco,1.0
Black Friday,SMS,329,Bounced,Opened,Clicked,Converted,294,2025-01-25 23:25:40,2025-01-20 21:23:55,Not Clicked,2025-01-21 10:44:31,24,Non-Binary,Houston,0.0
Black Friday,Push Notification,330,Bounced,Not Opened,Not Clicked,Not Converted,595,2024-12-28 19:09:59,2025-01-26 10:56:21,2025-01-12 23:35:43,Not Converted,33,Male,Miami,0.0
Black Friday,Push Notification,331,Bounced,Opened,Not Clicked,Not Converted,174,2024-12-31 05:37:27,Not Opened,2025-01-16 13:27:22,Not Converted,55,Male,Miami,0.0
New Product Launch,Email,332,Delivered,Not Opened,Clicked,Not Converted,181,2025-01-25 08:15:39,Not Opened,2025-01-24 02:55:02,Not Converted,22,Non-Binary,Houston,1.0
Black Friday,SMS,333,Bounced,Not Opened,Clicked,Not Converted,219,2025-01-17 07:35:16,2025-01-15 21:10:30,Not Clicked,Not Converted,63,Male,Chicago,0.0
Holiday Specials,Email,334,Delivered,Not Opened,Clicked,Not Converted,564,2025-01-04 03:58:43,Not Opened,2025-01-15 08:12:26,Not Converted,41,Non-Binary,Houston,1.0
Summer Sale,SMS,335,Delivered,Not Opened,Clicked,Converted,251,2025-01-18 10:30:15,Not Opened,2024-12-31 01:53:54,2025-01-09 08:32:30,25,Male,New York,1.0
Summer Sale,Email,336,Bounced,Opened,Not Clicked,Converted,506,2025-01-21 18:25:00,2024-12-29 09:06:18,Not Clicked,Not Converted,25,Non-Binary,Los Angeles,0.0
New Product Launch,Push Notification,337,Bounced,Opened,Not Clicked,Converted,186,2025-01-17 07:03:41,Not Opened,Not Clicked,2025-01-07 12:30:24,53,Non-Binary,Houston,0.0
New Product Launch,Email,338,Bounced,Not Opened,Clicked,Converted,3,2025-01-10 21:01:06,Not Opened,Not Clicked,2025-01-22 04:46:57,61,Female,New York,0.0
Winter Fest,SMS,339,Bounced,Not Opened,Not Clicked,Converted,264,2025-01-03 12:47:32,2025-01-23 13:05:23,2025-01-25 05:53:43,2024-12-29 08:36:36,63,Non-Binary,Los Angeles,0.0
Summer Sale,Email,340,Delivered,Not Opened,Not Clicked,Not Converted,13,2025-01-12 09:25:08,Not Opened,Not Clicked,2025-01-15 13:53:52,26,Non-Binary,San Francisco,0.0
Winter Fest,Push Notification,341,Bounced,Not Opened,Not Clicked,Not Converted,487,2024-12-29 15:25:23,2025-01-08 15:50:45,Not Clicked,2025-01-26 14:51:36,18,Female,San Francisco,0.0
New Product Launch,Push Notification,342,Bounced,Not Opened,Clicked,Converted,506,2025-01-25 23:59:24,Not Opened,Not Clicked,2025-01-26 05:11:51,31,Male,Houston,0.0
New Product Launch,Push Notification,343,Bounced,Opened,Clicked,Not Converted,28,2025-01-16 06:19:34,2024-12-28 16:49:23,2025-01-12 05:17:56,Not Converted,27,Female,Los Angeles,0.0
Black Friday,SMS,344,Bounced,Not Opened,Clicked,Not Converted,354,2024-12-31 21:52:32,2025-01-20 11:35:27,2025-01-02 06:59:43,2025-01-25 07:37:19,60,Non-Binary,San Francisco,0.0
New Product Launch,Push Notification,345,Bounced,Opened,Not Clicked,Converted,12,2025-01-24 18:01:23,2025-01-17 22:31:42,Not Clicked,Not Converted,49,Non-Binary,Chicago,0.0
Holiday Specials,SMS,346,Delivered,Opened,Not Clicked,Converted,339,2025-01-17 18:41:41,Not Opened,Not Clicked,2024-12-31 21:06:52,39,Female,New York,0.0
Winter Fest,Email,347,Bounced,Not Opened,Not Clicked,Not Converted,48,2025-01-21 23:18:50,Not Opened,2025-01-07 23:43:46,Not Converted,42,Male,Los Angeles,0.0
Loyalty Program,Email,348,Bounced,Opened,Not Clicked,Converted,469,2025-01-04 03:24:28,Not Opened,Not Clicked,2025-01-05 11:07:59,62,Male,Miami,0.0
New Product Launch,SMS,349,Delivered,Not Opened,Clicked,Converted,320,2025-01-22 22:59:11,Not Opened,2025-01-11 13:22:32,Not Converted,63,Male,Los Angeles,1.0
Holiday Specials,SMS,350,Bounced,Not Opened,Clicked,Converted,191,2024-12-28 11:25:27,Not Opened,Not Clicked,2025-01-08 09:50:13,19,Female,Houston,0.0
Holiday Specials,Push Notification,351,Bounced,Not Opened,Clicked,Converted,189,2024-12-30 16:19:33,2025-01-04 07:27:49,2025-01-17 15:43:11,Not Converted,54,Female,San Francisco,0.0
Winter Fest,Push Notification,352,Bounced,Not Opened,Clicked,Not Converted,266,2025-01-01 13:21:38,Not Opened,2024-12-30 10:23:11,2025-01-26 16:05:20,42,Male,Chicago,0.0
Black Friday,Email,353,Bounced,Opened,Not Clicked,Not Converted,333,2025-01-26 11:50:02,2025-01-03 14:07:50,Not Clicked,Not Converted,41,Male,Los Angeles,0.0
Black Friday,Email,354,Bounced,Not Opened,Clicked,Not Converted,593,2025-01-09 01:26:09,Not Opened,2025-01-08 17:46:46,Not Converted,65,Female,Chicago,0.0
Winter Fest,SMS,355,Delivered,Opened,Clicked,Converted,171,2025-01-03 16:29:38,Not Opened,2025-01-24 10:54:27,Not Converted,21,Male,San Francisco,1.0
Winter Fest,Email,356,Bounced,Not Opened,Not Clicked,Not Converted,410,2025-01-06 14:52:39,2025-01-16 19:38:47,Not Clicked,2025-01-08 21:36:29,20,Female,New York,0.0
Holiday Specials,SMS,357,Delivered,Opened,Clicked,Not Converted,556,2025-01-16 14:05:15,2025-01-04 01:29:18,Not Clicked,2025-01-10 12:51:51,27,Male,Los Angeles,1.0
New Product Launch,Push Notification,358,Bounced,Opened,Not Clicked,Converted,573,2025-01-12 01:24:15,2025-01-12 06:43:04,2024-12-28 07:33:40,Not Converted,29,Male,Chicago,0.0
Holiday Specials,Push Notification,359,Bounced,Opened,Clicked,Converted,49,2024-12-28 23:53:19,2025-01-22 07:19:58,Not Clicked,2025-01-09 12:20:08,46,Male,San Francisco,0.0
Holiday Specials,Push Notification,360,Bounced,Opened,Not Clicked,Not Converted,86,2025-01-04 04:18:12,2025-01-23 19:01:08,2025-01-16 07:19:53,Not Converted,54,Non-Binary,Houston,0.0
Holiday Specials,Push Notification,361,Delivered,Opened,Clicked,Not Converted,224,2025-01-04 12:31:41,2025-01-18 22:45:26,Not Clicked,Not Converted,57,Non-Binary,Los Angeles,1.0
New Product Launch,Email,362,Delivered,Not Opened,Clicked,Converted,217,2025-01-22 01:50:21,2025-01-24 14:25:25,Not Clicked,2025-01-13 10:21:14,39,Non-Binary,Miami,1.0
Summer Sale,SMS,363,Delivered,Not Opened,Not Clicked,Converted,154,2025-01-11 11:17:18,Not Opened,Not Clicked,2024-12-30 07:40:49,26,Female,Miami,0.0
Loyalty Program,Email,364,Delivered,Opened,Clicked,Not Converted,567,2025-01-11 01:59:29,Not Opened,2025-01-25 22:05:29,Not Converted,63,Female,Los Angeles,1.0
Winter Fest,SMS,365,Bounced,Not Opened,Clicked,Converted,93,2025-01-18 10:32:53,Not Opened,Not Clicked,2024-12-31 23:28:02,42,Male,Miami,0.0
Loyalty Program,SMS,366,Delivered,Opened,Not Clicked,Not Converted,463,2025-01-11 07:59:44,Not Opened,2025-01-10 03:34:37,2024-12-30 23:36:21,49,Non-Binary,Chicago,0.0
Summer Sale,Email,367,Delivered,Opened,Not Clicked,Converted,429,2025-01-11 02:45:57,Not Opened,Not Clicked,Not Converted,22,Non-Binary,Miami,0.0
Holiday Specials,Push Notification,368,Delivered,Not Opened,Clicked,Converted,524,2025-01-08 17:33:02,Not Opened,Not Clicked,2025-01-07 10:49:00,32,Non-Binary,Chicago,1.0
Winter Fest,SMS,369,Bounced,Not Opened,Not Clicked,Not Converted,191,2025-01-13 21:59:08,2025-01-05 03:15:07,2025-01-24 04:46:49,Not Converted,52,Male,Miami,0.0
Winter Fest,Push Notification,370,Delivered,Opened,Clicked,Not Converted,594,2025-01-20 01:52:08,Not Opened,Not Clicked,Not Converted,49,Non-Binary,New York,1.0
Holiday Specials,Push Notification,371,Delivered,Opened,Not Clicked,Converted,70,2025-01-09 10:53:19,2025-01-05 21:11:02,Not Clicked,Not Converted,63,Male,Houston,0.0
Holiday Specials,Email,372,Bounced,Not Opened,Not Clicked,Converted,70,2024-12-31 09:38:44,Not Opened,Not Clicked,Not Converted,54,Male,San Francisco,0.0
New Product Launch,Push Notification,373,Delivered,Not Opened,Not Clicked,Not Converted,141,2025-01-01 00:57:25,2025-01-17 09:26:29,2025-01-14 23:58:29,2025-01-07 15:09:32,55,Male,Chicago,0.0
Holiday Specials,SMS,374,Delivered,Not Opened,Clicked,Not Converted,336,2025-01-02 18:36:49,Not Opened,Not Clicked,2025-01-19 15:24:33,45,Male,Miami,1.0
Summer Sale,Push Notification,375,Bounced,Not Opened,Clicked,Not Converted,488,2025-01-10 10:02:01,2025-01-02 19:02:19,Not Clicked,2024-12-30 17:08:07,19,Male,Chicago,0.0
New Product Launch,Push Notification,376,Delivered,Not Opened,Clicked,Not Converted,464,2025-01-22 06:00:46,2024-12-31 15:59:30,Not Clicked,Not Converted,38,Female,San Francisco,1.0
Loyalty Program,Push Notification,377,Bounced,Not Opened,Not Clicked,Not Converted,116,2025-01-07 13:33:09,2025-01-15 09:29:37,Not Clicked,Not Converted,39,Female,Miami,0.0
Loyalty Program,Push Notification,378,Bounced,Not Opened,Clicked,Converted,568,2025-01-26 03:44:54,Not Opened,2025-01-19 07:37:58,2025-01-23 13:04:26,51,Female,Chicago,0.0
Holiday Specials,SMS,379,Bounced,Opened,Not Clicked,Not Converted,49,2025-01-07 14:59:22,2025-01-24 19:56:25,Not Clicked,Not Converted,29,Female,New York,0.0
Loyalty Program,Push Notification,380,Delivered,Not Opened,Not Clicked,Not Converted,149,2024-12-30 14:28:58,2025-01-12 15:21:18,Not Clicked,Not Converted,22,Male,Miami,0.0
Holiday Specials,SMS,381,Bounced,Not Opened,Not Clicked,Converted,380,2024-12-31 01:03:05,Not Opened,Not Clicked,2025-01-19 02:41:29,37,Female,Chicago,0.0
Winter Fest,Push Notification,382,Bounced,Not Opened,Not Clicked,Not Converted,132,2025-01-25 09:55:43,Not Opened,Not Clicked,2025-01-17 04:33:18,38,Non-Binary,Houston,0.0
Black Friday,Push Notification,383,Delivered,Opened,Clicked,Converted,221,2024-12-31 03:39:45,Not Opened,Not Clicked,2025-01-07 04:21:51,53,Male,New York,1.0
New Product Launch,SMS,384,Delivered,Not Opened,Clicked,Not Converted,261,2025-01-25 10:50:00,Not Opened,Not Clicked,Not Converted,42,Non-Binary,New York,1.0
Black Friday,Push Notification,385,Delivered,Not Opened,Clicked,Converted,131,2025-01-20 04:14:36,2025-01-21 20:16:54,2025-01-15 19:51:35,2024-12-29 12:07:50,56,Female,Chicago,1.0
Holiday Specials,SMS,386,Delivered,Opened,Clicked,Not Converted,540,2025-01-04 08:08:16,2025-01-15 23:22:28,2025-01-20 18:26:20,Not Converted,61,Non-Binary,Los Angeles,1.0
Summer Sale,Push Notification,387,Delivered,Opened,Clicked,Converted,163,2025-01-10 04:10:43,Not Opened,Not Clicked,2025-01-10 19:08:25,24,Female,Miami,1.0
Loyalty Program,SMS,388,Delivered,Not Opened,Not Clicked,Converted,550,2025-01-15 04:14:23,2025-01-24 12:22:30,Not Clicked,Not Converted,48,Female,Chicago,0.0
Black Friday,Email,389,Bounced,Not Opened,Not Clicked,Not Converted,575,2025-01-20 23:24:34,Not Opened,2025-01-17 21:30:33,Not Converted,20,Female,Houston,0.0
New Product Launch,SMS,390,Delivered,Opened,Not Clicked,Converted,363,2025-01-20 23:00:08,2025-01-15 06:52:56,Not Clicked,2024-12-30 23:38:37,62,Female,Miami,0.0
New Product Launch,SMS,391,Delivered,Opened,Clicked,Not Converted,298,2025-01-15 19:05:32,Not Opened,Not Clicked,2025-01-14 04:59:47,28,Female,New York,1.0
Black Friday,SMS,392,Bounced,Opened,Clicked,Not Converted,160,2025-01-03 23:03:21,2025-01-08 23:18:30,2024-12-30 20:35:48,Not Converted,57,Non-Binary,Miami,0.0
Summer Sale,SMS,393,Delivered,Not Opened,Not Clicked,Converted,400,2025-01-10 00:16:55,2025-01-23 23:19:33,Not Clicked,Not Converted,40,Female,Los Angeles,0.0
New Product Launch,SMS,394,Bounced,Opened,Not Clicked,Not Converted,593,2025-01-16 22:37:57,Not Opened,Not Clicked,2025-01-04 18:25:53,53,Male,New York,0.0
Black Friday,SMS,395,Bounced,Not Opened,Not Clicked,Converted,536,2025-01-10 16:50:46,2025-01-13 00:02:32,2025-01-18 12:36:18,2025-01-06 15:00:39,41,Non-Binary,Miami,0.0
Loyalty Program,Push Notification,396,Delivered,Not Opened,Not Clicked,Not Converted,552,2025-01-07 05:31:54,Not Opened,2025-01-15 06:28:04,Not Converted,32,Male,San Francisco,0.0
Summer Sale,Email,397,Bounced,Not Opened,Not Clicked,Not Converted,228,2025-01-11 01:39:22,2025-01-21 10:38:38,2025-01-08 10:33:23,Not Converted,28,Female,Los Angeles,0.0
New Product Launch,Email,398,Bounced,Opened,Clicked,Converted,36,2025-01-11 09:41:30,Not Opened,2025-01-16 06:49:47,2025-01-23 12:40:32,32,Non-Binary,Los Angeles,0.0
New Product Launch,SMS,399,Bounced,Opened,Not Clicked,Converted,548,2025-01-20 12:51:35,2024-12-29 12:38:53,2025-01-18 14:59:25,2025-01-01 06:38:47,38,Male,Houston,0.0
Holiday Specials,SMS,400,Delivered,Not Opened,Not Clicked,Converted,59,2025-01-07 08:10:58,Not Opened,Not Clicked,2025-01-12 00:55:36,54,Non-Binary,Chicago,0.0
New Product Launch,Email,401,Delivered,Not Opened,Clicked,Not Converted,165,2025-01-14 08:25:23,Not Opened,2025-01-22 15:35:20,2025-01-05 03:46:24,62,Non-Binary,Houston,1.0
New Product Launch,Email,402,Delivered,Not Opened,Clicked,Not Converted,297,2025-01-12 17:04:53,2025-01-24 22:03:49,2025-01-11 01:51:43,Not Converted,43,Non-Binary,Los Angeles,1.0
Loyalty Program,Push Notification,403,Delivered,Not Opened,Clicked,Converted,50,2025-01-05 14:13:16,Not Opened,2025-01-11 22:18:41,Not Converted,61,Non-Binary,Miami,1.0
Holiday Specials,Push Notification,404,Bounced,Opened,Clicked,Converted,553,2025-01-17 00:05:18,2025-01-19 01:59:39,Not Clicked,Not Converted,37,Non-Binary,Chicago,0.0
Holiday Specials,SMS,405,Delivered,Not Opened,Clicked,Not Converted,463,2025-01-13 12:24:57,Not Opened,2024-12-28 01:36:58,Not Converted,37,Non-Binary,New York,1.0
New Product Launch,Email,406,Bounced,Not Opened,Clicked,Converted,198,2025-01-08 08:04:09,2025-01-02 12:05:30,2025-01-20 08:52:46,2025-01-06 10:33:34,42,Non-Binary,New York,0.0
Black Friday,Email,407,Delivered,Opened,Not Clicked,Not Converted,182,2025-01-26 09:10:23,Not Opened,2024-12-30 03:29:18,Not Converted,25,Male,Miami,0.0
Loyalty Program,Push Notification,408,Bounced,Opened,Not Clicked,Not Converted,538,2025-01-19 12:42:41,2025-01-21 15:20:18,2024-12-31 00:23:24,2025-01-10 08:12:05,34,Male,Chicago,0.0
Loyalty Program,Push Notification,409,Bounced,Opened,Not Clicked,Not Converted,280,2025-01-26 05:26:14,Not Opened,Not Clicked,2025-01-13 08:35:52,55,Male,San Francisco,0.0
Loyalty Program,Email,410,Delivered,Opened,Not Clicked,Converted,265,2025-01-21 17:23:54,Not Opened,Not Clicked,Not Converted,37,Male,Houston,0.0
Holiday Specials,Push Notification,411,Bounced,Opened,Not Clicked,Converted,176,2025-01-23 02:38:00,2025-01-21 12:09:55,Not Clicked,2025-01-08 02:48:31,56,Non-Binary,New York,0.0
Black Friday,Email,412,Bounced,Opened,Not Clicked,Converted,367,2025-01-13 02:15:24,2025-01-11 08:04:07,Not Clicked,2025-01-09 03:56:06,27,Female,New York,0.0
Loyalty Program,Push Notification,413,Delivered,Not Opened,Not Clicked,Not Converted,355,2025-01-20 10:12:59,Not Opened,Not Clicked,2025-01-15 16:21:25,39,Male,Los Angeles,0.0
Holiday Specials,Push Notification,414,Delivered,Opened,Clicked,Converted,454,2024-12-31 08:11:36,2025-01-24 20:37:59,2025-01-11 18:51:37,2025-01-13 10:56:53,63,Female,Houston,1.0
Summer Sale,SMS,415,Delivered,Opened,Clicked,Converted,333,2025-01-04 13:11:12,Not Opened,2025-01-01 14:37:45,Not Converted,57,Non-Binary,Los Angeles,1.0
Summer Sale,SMS,416,Delivered,Opened,Clicked,Converted,316,2025-01-16 00:26:59,Not Opened,2025-01-19 11:42:52,2025-01-16 07:03:48,25,Female,Chicago,1.0
Summer Sale,Push Notification,417,Bounced,Not Opened,Not Clicked,Not Converted,359,2025-01-02 14:57:06,Not Opened,2025-01-10 12:39:18,Not Converted,54,Non-Binary,Chicago,0.0
Loyalty Program,Email,418,Delivered,Not Opened,Clicked,Converted,215,2025-01-04 12:02:47,2025-01-26 09:00:17,2025-01-26 03:22:48,Not Converted,30,Male,Chicago,1.0
Holiday Specials,Email,419,Bounced,Opened,Clicked,Not Converted,329,2025-01-10 21:28:07,Not Opened,2025-01-22 19:57:13,Not Converted,24,Non-Binary,Houston,0.0
Black Friday,Push Notification,420,Delivered,Not Opened,Clicked,Not Converted,95,2025-01-19 18:56:33,2025-01-23 23:57:22,Not Clicked,2025-01-07 16:31:21,46,Female,New York,1.0
New Product Launch,SMS,421,Delivered,Opened,Clicked,Converted,455,2025-01-23 14:20:30,Not Opened,2025-01-17 03:46:35,Not Converted,26,Male,Chicago,1.0
Winter Fest,SMS,422,Delivered,Opened,Clicked,Converted,462,2024-12-28 16:07:47,2025-01-08 23:14:53,2025-01-15 04:02:54,Not Converted,54,Male,Los Angeles,1.0
Black Friday,SMS,423,Delivered,Not Opened,Not Clicked,Converted,361,2025-01-09 03:10:47,Not Opened,Not Clicked,2025-01-25 12:23:38,61,Male,Chicago,0.0
Loyalty Program,Email,424,Bounced,Opened,Clicked,Converted,510,2025-01-03 02:21:17,Not Opened,Not Clicked,Not Converted,26,Male,Chicago,0.0
Winter Fest,SMS,425,Delivered,Not Opened,Not Clicked,Converted,581,2025-01-22 09:14:53,Not Opened,2024-12-29 08:21:23,2024-12-28 03:30:27,22,Male,Chicago,0.0
Loyalty Program,Push Notification,426,Bounced,Not Opened,Not Clicked,Not Converted,595,2025-01-18 17:54:25,Not Opened,Not Clicked,2025-01-20 11:58:46,54,Non-Binary,San Francisco,0.0
Holiday Specials,SMS,427,Bounced,Opened,Not Clicked,Converted,386,2025-01-10 01:50:14,Not Opened,Not Clicked,2025-01-06 00:40:13,22,Non-Binary,San Francisco,0.0
Summer Sale,SMS,428,Bounced,Opened,Clicked,Converted,352,2025-01-22 16:54:52,2025-01-24 08:31:26,2024-12-29 05:24:08,Not Converted,44,Male,Chicago,0.0
Black Friday,Push Notification,429,Delivered,Opened,Not Clicked,Converted,211,2025-01-22 04:02:55,Not Opened,Not Clicked,2025-01-01 00:54:40,22,Female,San Francisco,0.0
New Product Launch,Email,430,Bounced,Not Opened,Not Clicked,Converted,159,2025-01-25 02:11:06,Not Opened,Not Clicked,Not Converted,43,Male,Miami,0.0
Holiday Specials,Push Notification,431,Bounced,Opened,Not Clicked,Converted,245,2025-01-05 15:01:04,2025-01-16 01:18:50,Not Clicked,Not Converted,41,Male,Chicago,0.0
Holiday Specials,SMS,432,Delivered,Not Opened,Clicked,Converted,122,2025-01-03 02:41:47,2025-01-02 05:41:36,2025-01-01 00:17:16,Not Converted,60,Non-Binary,Miami,1.0
Summer Sale,Push Notification,433,Delivered,Opened,Not Clicked,Converted,10,2025-01-10 08:35:25,Not Opened,2025-01-22 04:36:55,2025-01-11 21:05:49,47,Non-Binary,Miami,0.0
Loyalty Program,Email,434,Delivered,Not Opened,Not Clicked,Not Converted,31,2025-01-17 20:05:26,Not Opened,2025-01-14 12:16:39,Not Converted,45,Male,Chicago,0.0
Summer Sale,Push Notification,435,Bounced,Not Opened,Clicked,Converted,263,2025-01-06 14:12:26,2025-01-08 00:38:09,Not Clicked,2025-01-02 19:47:39,59,Male,Houston,0.0
Summer Sale,SMS,436,Delivered,Not Opened,Not Clicked,Converted,272,2025-01-25 07:06:10,Not Opened,2025-01-24 22:18:14,2024-12-27 22:43:17,32,Non-Binary,Chicago,0.0
Holiday Specials,Email,437,Bounced,Opened,Clicked,Converted,499,2025-01-22 11:28:26,2025-01-01 20:21:05,2025-01-06 01:39:15,2025-01-10 09:18:19,41,Non-Binary,Chicago,0.0
Black Friday,SMS,438,Bounced,Not Opened,Clicked,Converted,227,2025-01-03 05:44:59,Not Opened,Not Clicked,2024-12-30 13:56:45,24,Non-Binary,New York,0.0
Black Friday,SMS,439,Bounced,Not Opened,Clicked,Not Converted,287,2025-01-14 00:33:05,2025-01-05 18:27:51,Not Clicked,Not Converted,43,Non-Binary,Los Angeles,0.0
Summer Sale,Push Notification,440,Bounced,Opened,Not Clicked,Not Converted,166,2025-01-14 13:45:22,Not Opened,Not Clicked,2025-01-26 11:54:49,44,Male,Houston,0.0
Loyalty Program,Email,441,Bounced,Opened,Clicked,Converted,102,2025-01-09 16:42:35,2025-01-20 16:07:22,2025-01-18 00:41:17,2025-01-03 10:36:40,63,Female,Los Angeles,0.0
